result,url_length,url_has_http//,url_has_https//,url_contains_num,url_num_dots,url_num_slashes,number_of_dash,has_at_symbol,has_tilde_symbol,number_of_underscore,number_of_numpercent,number_of_ampersand,number_of_hash,url_contains_ip
1,44,0,1,1,2,3,1,0,0,0,0,0,0,0
1,37,0,1,1,2,3,2,0,0,0,0,0,0,0
1,45,0,1,1,2,3,1,0,0,0,0,0,0,0
1,27,0,1,0,2,3,0,0,0,0,0,0,0,0
1,42,0,1,1,2,3,0,0,0,0,0,0,0,0
1,47,0,1,1,2,3,3,0,0,0,0,0,0,0
1,42,0,1,1,2,3,3,0,0,0,0,0,0,0
1,47,0,1,0,2,4,0,0,0,0,0,0,0,0
1,44,0,1,1,2,3,0,0,0,0,0,0,0,0
1,32,0,1,0,2,3,1,0,0,0,0,0,0,0
1,29,0,1,0,2,3,1,0,0,0,0,0,0,0
1,60,0,1,1,2,3,0,0,0,0,0,0,0,0
1,30,0,1,0,2,3,0,0,0,0,0,0,0,0
1,28,0,1,1,2,3,0,0,0,0,0,0,0,0
1,40,0,1,0,2,3,1,0,0,0,0,0,0,0
1,39,0,1,1,2,3,1,0,0,0,0,0,0,0
1,36,0,1,0,2,3,0,0,0,0,0,0,0,0
1,45,0,1,0,3,6,0,0,0,0,0,0,0,0
1,34,0,1,1,2,3,0,0,0,0,0,0,0,0
1,81,0,1,1,2,5,5,0,0,0,0,0,0,0
1,27,0,1,0,1,3,0,0,0,0,0,0,0,0
1,34,0,1,1,2,3,1,0,0,0,0,0,0,0
1,37,0,1,1,2,3,1,0,0,0,0,0,0,0
1,33,0,1,1,2,3,0,0,0,0,0,0,0,0
1,32,0,1,0,2,3,0,0,0,0,0,0,0,0
1,40,0,1,1,2,3,3,0,0,0,0,0,0,0
1,30,0,1,1,2,3,1,0,0,0,0,0,0,0
1,39,0,1,0,2,3,1,0,0,0,0,0,0,0
1,36,0,1,1,2,3,2,0,0,0,0,0,0,0
1,43,0,1,0,2,3,0,0,0,0,0,0,0,0
1,60,0,1,0,2,3,1,0,0,0,0,0,0,0
1,34,0,1,0,2,3,1,0,0,0,0,0,0,0
1,38,0,1,0,2,3,0,0,0,0,0,0,0,0
1,51,0,1,1,2,3,4,0,0,0,0,0,0,0
1,35,0,1,0,2,3,0,0,0,0,0,0,0,0
1,44,0,1,1,2,3,2,0,0,0,0,0,0,0
1,26,0,1,1,2,3,0,0,0,0,0,0,0,0
1,175,0,1,1,2,7,1,0,0,0,0,2,0,0
1,77,0,1,0,2,5,1,0,0,0,0,0,0,0
1,69,0,1,1,2,4,1,0,0,0,0,0,0,0
1,190,0,1,1,3,7,1,0,0,2,0,3,0,0
1,85,0,1,1,3,3,1,0,0,0,0,0,0,0
1,41,0,1,0,2,4,1,0,0,0,0,0,0,0
1,43,0,1,0,2,3,3,0,0,0,0,0,0,0
1,34,0,1,0,1,3,0,0,0,0,0,0,0,0
1,93,0,1,1,4,3,0,0,0,0,0,0,0,0
1,52,0,1,1,3,5,0,0,0,0,0,0,0,0
1,23,1,0,0,1,2,1,0,0,0,0,0,0,0
1,97,0,1,1,2,4,4,0,0,0,0,0,0,0
1,25,1,0,0,1,2,2,0,0,0,0,0,0,0
1,24,1,0,0,1,2,1,0,0,0,0,0,0,0
1,175,0,1,1,2,7,3,0,0,1,0,2,0,0
1,117,0,1,1,2,5,1,0,0,0,0,0,0,0
1,44,0,1,0,2,3,3,0,0,0,0,0,0,0
1,32,0,1,0,2,4,1,0,0,0,0,0,0,0
1,83,0,1,1,3,3,0,0,0,0,0,0,0,0
1,20,1,0,0,2,2,0,0,0,0,0,0,0,0
1,22,0,1,0,2,3,0,0,0,0,0,0,0,0
1,45,0,1,0,2,3,2,0,0,0,0,0,0,0
1,175,0,1,1,2,7,4,0,0,1,0,2,0,0
1,167,0,1,1,2,7,3,0,0,0,0,2,0,0
1,181,0,1,1,3,7,3,0,0,1,1,3,0,0
1,181,0,1,1,3,7,1,0,0,0,1,3,0,0
1,50,0,1,1,3,3,3,0,0,0,0,0,0,0
1,181,0,1,1,3,7,1,0,0,2,1,3,0,0
1,57,0,1,1,4,6,0,0,0,0,1,0,0,0
1,57,0,1,1,2,5,1,0,0,0,0,0,0,0
1,40,0,1,1,2,3,2,0,0,0,0,0,0,0
1,36,0,1,1,2,3,0,0,0,0,0,0,0,0
1,18,0,1,1,1,3,0,0,0,0,0,0,0,0
1,25,1,0,1,1,3,0,0,0,0,0,0,0,0
1,23,0,1,0,1,3,0,0,0,0,0,0,0,0
1,21,1,0,0,1,2,0,0,0,0,0,0,0,0
1,63,0,1,1,6,4,0,0,0,0,0,0,0,1
1,28,0,1,0,2,3,2,0,0,0,0,0,0,0
1,94,0,1,0,4,6,2,0,0,5,0,0,0,0
1,37,0,1,1,2,4,0,0,0,0,0,0,0,0
1,92,0,1,1,1,4,1,0,0,0,0,0,0,0
1,30,0,1,1,2,2,2,0,0,0,0,0,0,0
1,29,1,0,0,2,2,0,0,0,0,0,0,0,0
1,26,0,1,1,2,2,1,0,0,0,0,0,0,0
1,236,0,1,1,6,9,14,0,0,6,0,0,0,0
1,27,0,1,0,2,3,1,0,0,0,0,0,0,0
1,48,0,1,0,2,3,2,0,0,0,0,0,0,0
1,30,0,1,0,2,2,0,0,0,0,0,0,0,0
1,43,0,1,0,2,2,0,0,0,0,0,0,0,0
1,27,0,1,0,2,2,0,0,0,0,0,0,0,0
1,31,0,1,0,2,2,1,0,0,0,0,0,0,0
1,23,1,0,0,2,2,0,0,0,0,0,0,0,0
1,25,0,1,0,2,3,0,0,0,0,0,0,0,0
1,32,1,0,0,2,2,0,0,0,0,0,0,0,0
1,31,0,1,0,2,3,0,0,0,0,0,0,0,0
1,40,0,1,0,2,3,0,0,0,0,0,0,0,0
1,71,0,1,0,2,5,5,0,0,0,0,0,0,0
1,27,0,1,0,1,5,0,0,0,0,0,0,0,0
1,38,0,1,0,1,4,1,0,0,0,0,0,0,0
1,27,0,1,1,2,4,0,0,0,0,0,0,0,0
1,37,0,1,1,4,3,0,0,0,0,0,0,0,0
1,38,0,1,1,4,3,0,0,0,0,0,0,0,0
1,37,0,1,0,4,3,0,0,0,0,0,0,0,0
1,35,0,1,0,4,3,0,0,0,0,0,0,0,0
1,40,0,1,0,4,3,0,0,0,0,0,0,0,0
1,19,0,1,0,1,3,0,0,0,0,0,0,0,0
1,50,0,1,0,4,3,0,0,0,0,0,0,0,0
1,34,0,1,0,1,5,0,0,0,0,0,0,0,0
1,79,0,1,1,1,4,1,0,0,0,0,0,0,0
1,51,0,1,0,2,2,0,0,0,0,0,0,0,0
1,66,1,0,0,2,2,0,0,0,0,0,0,0,0
1,68,0,1,0,2,3,0,0,0,0,0,0,0,0
1,41,1,0,1,2,2,0,0,0,0,0,0,0,0
1,43,0,1,1,2,3,0,0,0,0,0,0,0,0
1,54,1,0,1,2,2,0,0,0,0,0,0,0,0
1,56,0,1,1,2,3,0,0,0,0,0,0,0,0
1,64,1,0,1,2,2,0,0,0,0,0,0,0,0
1,66,0,1,1,2,3,0,0,0,0,0,0,0,0
1,24,0,1,0,2,3,0,0,0,0,0,0,0,0
1,22,1,0,0,2,2,0,0,0,0,0,0,0,0
1,42,0,1,0,2,3,2,0,0,0,0,0,0,0
1,41,0,1,0,2,3,3,0,0,0,0,0,0,0
1,42,0,1,0,2,4,0,0,0,0,0,0,0,0
1,54,0,1,0,2,4,3,0,0,0,0,0,0,0
1,52,0,1,0,2,4,2,0,0,0,0,0,0,0
1,49,0,1,0,3,3,3,0,0,0,0,0,0,0
1,58,0,1,1,3,7,0,0,0,1,0,0,0,0
1,79,0,1,1,3,8,0,0,0,1,0,0,0,0
1,334,0,1,1,3,5,5,0,0,6,0,0,0,0
1,22,0,1,1,1,3,0,0,0,0,0,0,0,0
1,51,0,1,0,3,3,1,0,0,0,0,0,0,0
1,30,0,1,0,3,3,0,0,0,0,0,0,0,0
1,53,0,1,0,1,3,1,0,0,0,0,0,0,0
1,69,0,1,1,3,4,0,0,0,0,4,0,0,0
1,54,0,1,0,3,5,0,0,0,0,0,0,0,0
1,90,0,1,1,1,5,0,0,0,3,0,0,0,0
1,24,1,0,0,1,2,0,0,0,0,0,0,0,0
1,27,0,1,1,2,3,0,0,0,0,0,0,0,0
1,32,0,1,1,2,4,0,0,0,0,0,0,0,0
1,48,0,1,0,4,5,0,0,0,0,0,0,0,0
1,43,0,1,1,3,3,0,0,0,0,0,0,0,0
1,41,0,1,1,3,3,0,0,0,0,0,0,0,0
1,48,0,1,1,3,3,4,0,0,0,0,0,0,0
1,53,0,1,1,4,3,4,0,0,0,0,0,0,0
1,99,0,1,1,4,3,1,0,0,0,0,0,0,0
1,38,0,1,0,3,5,0,0,0,0,0,0,0,0
1,34,0,1,0,3,4,0,0,0,0,0,0,0,0
1,45,0,1,0,3,3,2,0,0,0,0,0,0,0
1,56,0,1,0,3,3,2,0,0,0,0,0,0,0
1,21,0,1,0,1,3,0,0,0,0,0,0,0,0
1,67,0,1,1,1,4,0,0,0,0,0,0,0,0
1,38,0,1,1,2,3,2,0,0,0,0,0,0,0
1,39,0,1,0,2,3,0,0,0,0,0,0,0,0
1,34,0,1,0,2,3,2,0,0,0,0,0,0,0
1,35,0,1,1,2,3,0,0,0,0,0,0,0,0
1,30,0,1,0,1,3,0,0,0,0,0,0,0,0
1,39,1,0,1,3,3,0,0,0,0,0,0,0,1
1,32,0,1,0,2,2,1,0,0,0,0,0,0,0
1,45,0,1,0,2,3,3,0,0,0,0,0,0,0
1,39,0,1,0,2,3,2,0,0,0,0,0,0,0
1,35,1,0,1,3,3,0,0,0,2,0,0,0,1
1,47,0,1,1,1,3,0,0,0,0,0,0,0,0
1,51,0,1,1,2,3,0,0,0,0,0,0,0,0
1,175,0,1,1,2,7,3,0,0,2,0,2,0,0
1,93,0,1,1,4,3,1,0,0,0,0,0,0,0
1,71,0,1,1,2,5,2,0,0,0,0,0,0,0
1,61,0,1,1,2,5,2,0,0,0,0,0,0,0
1,110,0,1,1,2,6,0,0,0,0,0,0,0,0
1,44,0,1,1,3,4,2,0,0,0,0,0,0,0
1,49,0,1,1,2,4,2,0,0,0,0,0,0,0
1,80,1,0,1,3,7,1,0,0,0,0,0,0,0
1,23,0,1,1,1,3,0,0,0,0,0,0,0,0
1,25,0,1,0,2,2,0,0,0,0,0,0,0,0
1,57,0,1,1,3,2,3,0,0,0,0,0,0,0
1,28,0,1,0,2,2,0,0,0,0,0,0,0,0
1,52,0,1,0,3,3,4,0,0,0,0,0,0,0
1,48,0,1,0,3,3,2,0,0,0,0,0,0,0
1,48,0,1,0,3,2,1,0,0,0,0,0,0,0
1,47,0,1,0,3,2,1,0,0,0,0,0,0,0
1,42,0,1,0,2,3,4,0,0,0,0,0,0,0
1,77,0,1,1,3,2,5,0,0,0,0,0,0,0
1,26,0,1,0,2,2,0,0,0,0,0,0,0,0
1,44,0,1,0,3,3,2,0,0,0,0,0,0,0
1,63,0,1,1,3,2,4,0,0,0,0,0,0,0
1,42,0,1,1,3,2,0,0,0,0,0,0,0,0
1,40,0,1,0,2,3,3,0,0,0,0,0,0,0
1,41,0,1,0,3,2,2,0,0,0,0,0,0,0
1,48,0,1,1,3,3,2,0,0,0,0,0,0,0
1,39,1,0,1,3,2,1,0,0,0,0,0,0,0
1,33,1,0,1,2,2,0,0,0,0,0,0,0,0
1,51,0,1,1,2,3,5,0,0,0,0,0,0,0
1,57,0,1,0,2,7,0,0,0,0,0,0,0,0
1,50,0,1,1,2,3,5,0,0,0,0,0,0,0
1,73,0,1,1,1,8,1,0,0,1,0,0,0,0
1,25,0,1,0,1,3,1,0,0,0,0,0,0,0
1,28,0,1,0,1,3,0,0,0,0,0,0,0,0
1,35,0,1,0,1,3,0,0,0,0,0,0,0,0
1,139,0,1,1,2,5,1,0,0,0,0,0,0,0
1,28,0,1,1,1,3,0,0,0,0,0,0,0,0
1,21,0,1,0,1,3,1,0,0,0,0,0,0,0
1,26,0,1,1,1,3,0,0,0,0,0,0,0,0
1,59,0,1,1,3,3,1,0,0,0,0,0,0,0
1,27,0,1,1,1,3,0,0,0,1,0,0,0,0
1,85,0,1,1,3,3,1,0,0,3,0,0,0,0
1,63,0,1,1,2,3,4,0,0,0,0,0,0,0
1,77,0,1,1,3,3,1,0,0,0,0,0,0,0
1,62,0,1,1,3,3,1,0,0,0,0,0,0,0
1,72,0,1,1,3,3,2,0,1,0,0,0,0,0
1,75,0,1,1,3,3,1,0,0,0,0,0,0,0
1,175,0,1,1,2,7,4,0,0,0,0,2,0,0
1,61,0,1,1,3,3,1,0,0,0,0,0,0,0
1,64,0,1,1,3,3,1,0,0,0,0,0,0,0
1,62,1,0,1,3,3,1,0,0,0,0,0,0,0
1,65,0,1,1,3,3,1,0,0,0,0,0,0,0
1,60,0,1,1,3,3,1,0,0,0,0,0,0,0
1,117,0,1,1,3,3,1,0,0,1,0,0,0,0
1,65,0,1,1,3,3,1,0,0,1,0,0,0,0
1,129,0,1,1,3,3,1,0,0,0,0,0,0,0
1,78,0,1,1,3,3,1,0,0,0,0,0,0,0
1,24,0,1,1,2,3,0,0,0,0,0,0,0,0
1,63,0,1,1,3,3,2,0,0,0,0,0,0,0
1,29,1,0,1,1,3,0,0,0,0,0,0,0,0
1,47,0,1,1,2,3,4,0,0,0,0,0,0,0
1,175,0,1,1,2,7,2,0,0,3,0,2,0,0
1,175,0,1,1,2,7,2,0,0,0,0,2,0,0
1,93,0,1,1,1,4,1,0,0,0,0,0,1,0
1,42,0,1,1,2,3,2,0,0,0,0,0,0,0
1,175,0,1,1,2,7,3,0,0,0,0,2,0,0
1,47,0,1,1,3,3,1,0,0,0,0,0,0,0
1,36,0,1,1,2,3,1,0,0,0,0,0,0,0
1,44,0,1,0,2,3,1,0,0,0,0,0,0,0
1,37,1,0,0,2,3,0,0,0,0,0,0,0,0
1,37,1,0,0,2,3,1,0,0,0,0,0,0,0
1,71,0,1,0,2,4,4,0,0,0,0,0,0,0
1,70,0,1,0,2,3,4,0,0,0,0,0,0,0
1,31,0,1,0,1,3,0,0,0,0,0,0,0,0
1,35,1,0,0,1,5,0,0,0,0,0,0,0,0
1,67,0,1,1,2,5,0,0,0,0,0,0,0,0
1,70,0,1,1,5,4,0,0,0,0,0,0,0,0
1,54,0,1,1,2,3,0,0,0,0,0,0,0,0
1,27,0,1,0,1,3,2,0,0,0,0,0,0,0
1,39,0,1,1,3,3,0,0,0,0,0,0,0,0
1,42,1,0,1,3,3,0,0,0,0,0,0,0,0
1,39,0,1,0,3,3,0,0,0,0,0,0,0,0
1,35,1,0,1,2,3,1,0,0,0,0,0,0,0
1,43,1,0,1,3,3,1,0,0,0,0,0,0,0
1,46,0,1,1,3,4,3,0,0,0,0,0,0,0
1,33,1,0,0,2,3,0,0,0,0,0,0,0,0
1,60,0,1,1,5,4,3,0,0,0,0,0,0,0
1,60,0,1,0,4,5,1,0,0,0,0,0,0,0
1,67,0,1,1,2,5,4,0,0,0,0,0,0,0
1,32,1,0,0,2,3,0,0,0,0,0,0,0,0
1,110,0,1,1,3,5,1,1,0,0,0,0,1,0
1,55,0,1,1,2,4,2,0,0,0,0,0,0,0
1,47,0,1,1,3,4,0,0,0,0,0,0,0,0
1,43,0,1,0,2,3,2,0,0,0,0,0,0,0
1,190,0,1,1,3,7,1,0,0,0,0,3,0,0
1,46,0,1,0,2,4,0,0,0,0,0,0,0,0
1,45,0,1,1,2,3,3,0,0,0,0,0,0,0
1,27,0,1,0,1,4,0,0,0,0,0,0,0,0
1,68,0,1,1,2,3,4,0,0,0,0,0,0,0
1,49,0,1,1,2,3,2,0,0,0,0,0,0,0
1,52,0,1,1,3,3,0,0,0,0,0,0,0,0
1,24,1,0,1,1,3,0,0,0,0,0,0,0,0
1,25,0,1,1,1,3,0,0,0,0,0,0,0,0
1,44,0,1,0,1,6,0,0,0,1,0,0,0,0
1,28,0,1,1,1,2,1,0,0,0,0,0,0,0
1,54,0,1,0,2,5,1,0,0,0,0,0,0,0
1,48,0,1,1,1,4,0,0,0,0,0,0,0,0
1,41,1,0,1,2,4,1,0,0,0,0,0,0,0
1,31,0,1,1,2,3,0,0,0,0,0,0,0,0
1,108,0,1,1,3,6,1,0,0,0,0,1,0,0
1,48,0,1,0,2,3,0,0,0,0,0,0,0,0
1,29,0,1,0,2,3,0,0,0,0,0,0,0,0
1,58,0,1,1,2,3,0,0,0,0,0,0,0,0
1,38,0,1,1,2,4,0,0,0,0,0,0,0,0
1,29,0,1,0,1,3,0,0,0,0,0,0,0,0
1,41,0,1,1,2,4,0,0,0,0,0,0,0,0
1,30,0,1,1,2,3,0,0,0,0,0,0,0,0
1,65,0,1,1,2,5,1,0,0,0,0,0,0,0
1,79,0,1,1,3,5,0,0,0,0,0,0,0,0
1,112,0,1,1,2,5,1,1,0,0,0,0,1,0
1,53,0,1,0,3,3,3,0,0,0,0,0,0,0
1,77,0,1,1,2,4,0,0,0,0,0,0,0,0
1,224,0,1,1,4,12,2,1,0,1,0,0,1,0
1,50,0,1,1,3,3,2,0,0,0,0,0,0,0
1,157,0,1,1,3,4,2,1,0,0,3,0,1,0
1,159,0,1,1,3,4,2,1,0,0,3,0,1,0
1,482,0,1,1,2,4,1,0,0,0,0,3,1,0
1,46,1,0,0,2,3,0,0,0,0,0,0,0,0
1,47,0,1,0,2,3,0,0,0,0,0,0,0,0
1,111,0,1,1,2,4,1,1,0,0,0,0,1,0
1,30,0,1,0,1,3,1,0,0,0,0,0,0,0
1,132,0,1,1,3,5,1,1,0,0,1,0,1,0
1,98,0,1,1,2,4,1,1,0,0,0,0,1,0
1,109,0,1,1,3,5,1,1,0,0,0,0,1,0
1,31,0,1,0,1,3,1,0,0,0,0,0,0,0
1,65,0,1,0,4,3,0,0,0,0,0,0,0,0
1,28,0,1,0,1,3,1,0,0,0,0,0,0,0
1,42,0,1,0,2,4,1,0,0,0,0,0,0,0
1,27,0,1,0,1,3,1,0,0,0,0,0,0,0
1,23,0,1,0,2,2,0,0,0,0,0,0,0,0
1,22,0,1,0,2,2,0,0,0,0,0,0,0,0
1,21,0,1,0,2,2,0,0,0,0,0,0,0,0
1,35,0,1,0,1,4,0,0,0,0,0,0,0,0
1,190,0,1,1,3,7,3,0,0,0,0,3,0,0
1,104,0,1,1,4,3,1,1,0,0,0,0,1,0
1,132,0,1,1,3,4,0,0,0,0,0,0,0,0
1,22,0,1,0,1,2,0,0,0,0,0,0,0,0
1,91,0,1,1,4,4,3,0,0,0,0,0,0,0
1,73,0,1,1,2,4,4,0,0,0,0,0,0,0
1,22,0,1,1,1,3,1,0,0,0,0,0,0,0
1,50,0,1,1,4,4,4,0,0,0,0,0,0,0
1,110,0,1,1,5,5,4,0,0,0,0,1,0,0
1,113,0,1,1,5,4,4,0,0,0,0,1,0,0
1,36,1,0,0,2,4,0,0,0,0,0,0,0,0
1,37,0,1,0,2,4,0,0,0,0,0,0,0,0
1,40,1,0,0,2,4,0,0,0,0,0,0,0,0
1,41,0,1,0,2,4,0,0,0,0,0,0,0,0
1,101,0,1,1,2,4,4,0,0,0,0,0,0,0
1,41,0,1,0,2,3,1,0,0,0,0,0,0,0
1,29,0,1,1,2,3,0,0,0,0,0,0,0,0
1,42,0,1,0,3,5,0,0,0,0,0,0,0,0
1,20,0,1,1,1,3,0,0,0,0,0,0,0,0
1,55,0,1,0,2,5,1,0,0,0,0,0,0,0
1,71,0,1,0,3,3,0,0,0,2,0,1,0,0
1,190,0,1,1,3,7,3,0,0,1,0,3,0,0
1,85,0,1,1,2,4,9,0,0,0,0,0,0,0
1,42,1,0,0,2,3,3,0,0,0,0,0,0,0
1,37,0,1,0,2,3,1,0,0,0,0,0,0,0
1,52,0,1,0,3,5,0,0,0,0,0,0,0,0
1,97,0,1,1,3,6,6,0,0,0,0,1,0,0
1,72,0,1,1,4,3,1,1,0,0,0,0,1,0
1,40,0,1,0,3,5,0,0,0,0,0,0,0,0
1,48,1,0,1,3,4,3,0,0,0,0,0,0,0
1,95,1,0,1,3,4,3,0,0,0,2,0,0,0
1,34,1,0,0,4,3,0,0,0,0,0,0,0,0
1,72,0,1,0,3,3,4,0,0,0,0,0,0,0
1,59,0,1,1,2,3,2,0,0,0,0,0,0,0
1,46,0,1,1,2,5,0,0,0,0,0,0,0,0
1,44,0,1,1,2,5,0,0,0,0,0,0,0,0
1,56,0,1,1,2,5,0,0,0,0,0,0,0,0
1,54,0,1,1,2,5,0,0,0,0,0,0,0,0
1,45,0,1,1,2,5,0,0,0,0,0,0,0,0
1,22,0,1,1,3,2,0,0,0,0,0,0,0,0
1,29,1,0,0,2,4,1,0,0,0,0,0,0,0
1,23,0,1,0,2,3,0,0,0,0,0,0,0,0
1,22,1,0,0,1,2,2,0,0,0,0,0,0,0
1,84,0,1,1,4,3,1,1,0,0,0,0,1,0
1,46,0,1,1,2,5,1,0,0,0,0,0,0,0
1,34,1,0,1,2,3,0,0,0,0,0,0,0,0
1,43,0,1,1,2,5,0,0,0,0,0,0,0,0
1,55,0,1,1,2,3,2,0,0,0,0,0,0,0
1,42,0,1,0,2,3,1,0,0,0,0,0,0,0
1,29,0,1,0,1,3,1,0,0,0,0,0,0,0
1,48,0,1,1,3,3,0,0,0,0,0,0,0,0
1,45,0,1,1,2,3,0,0,0,0,0,0,0,0
1,58,0,1,1,5,4,3,0,0,0,0,0,0,0
1,19,0,1,0,1,2,0,0,0,0,0,0,0,0
1,43,1,0,1,3,4,1,0,0,0,0,0,0,0
1,50,0,1,0,3,3,2,0,0,0,0,0,0,0
1,41,1,0,1,2,2,2,0,0,0,0,0,0,0
1,43,0,1,1,2,3,2,0,0,0,0,0,0,0
1,109,0,1,1,3,6,2,0,0,0,0,1,0,0
1,110,0,1,1,3,7,1,0,0,0,0,1,0,0
1,40,0,1,1,1,3,1,0,0,0,0,0,0,0
1,49,0,1,1,4,3,4,0,0,0,0,0,0,0
1,24,0,1,0,1,3,1,0,0,0,0,0,0,0
1,101,1,0,1,3,4,3,0,0,0,0,2,2,0
1,37,1,0,1,2,3,3,0,0,0,0,0,0,0
1,38,1,0,1,2,4,3,0,0,0,0,0,0,0
1,108,0,1,1,3,7,0,0,0,0,0,1,0,0
1,106,0,1,1,3,6,0,0,0,0,0,1,0,0
1,69,0,1,1,1,5,0,0,0,0,0,0,0,0
1,46,0,1,1,2,3,2,0,0,0,0,0,0,0
1,51,0,1,0,2,4,0,0,0,0,0,0,0,0
1,77,0,1,1,2,3,1,0,0,0,0,1,0,0
1,33,0,1,1,2,3,1,0,0,0,0,0,0,0
1,32,0,1,1,2,3,0,0,0,0,0,0,0,0
1,39,0,1,1,2,3,2,0,0,0,0,0,0,0
1,42,0,1,1,2,3,1,0,0,0,0,0,0,0
1,37,0,1,1,3,2,0,0,0,0,0,0,0,0
1,24,0,1,1,3,3,0,0,0,0,0,0,0,1
1,35,0,1,0,2,3,1,0,0,0,0,0,0,0
1,47,0,1,1,2,3,2,0,0,0,0,0,0,0
1,129,0,1,1,5,3,0,1,0,0,0,0,1,0
1,33,1,0,1,2,4,0,0,0,0,0,0,0,0
1,45,1,0,1,2,4,0,0,0,0,0,0,0,0
1,43,1,0,1,2,4,0,0,0,0,0,0,0,0
1,36,1,0,1,2,2,0,0,0,0,0,0,0,0
1,38,0,1,1,2,3,0,0,0,0,0,0,0,0
1,18,0,1,0,1,2,0,0,0,0,0,0,0,0
1,44,0,1,0,2,2,0,0,0,0,0,0,0,0
1,68,0,1,0,3,4,1,0,0,1,0,0,0,0
1,22,0,1,1,2,3,0,0,0,0,0,0,0,0
1,36,0,1,0,2,2,2,0,0,0,0,0,0,0
1,20,0,1,0,1,3,0,0,0,0,0,0,0,0
1,29,0,1,1,3,3,0,0,0,0,0,0,0,1
1,18,0,1,0,1,3,0,0,0,0,0,0,0,0
1,54,0,1,1,2,5,1,0,0,0,1,0,0,0
1,76,0,1,0,3,6,1,0,0,0,0,0,0,0
1,47,0,1,0,1,4,0,0,0,0,0,0,0,0
1,28,0,1,1,2,2,0,0,0,0,0,0,0,0
